ID	Gene_Title	Gene_Symbol	ENTREZ_GENE_ID
AFFX-BioB-3_at			
AFFX-BioB-5_at			
AFFX-BioB-M_at			
AFFX-BioC-3_at			
AFFX-BioC-5_at			
AFFX-BioDn-3_at			
AFFX-BioDn-5_at			
AFFX-CreX-3_at			
AFFX-CreX-5_at			
AFFX-DapX-3_at			
AFFX-DapX-5_at			
AFFX-DapX-M_at			
AFFX-LysX-3_at			
AFFX-LysX-5_at			
AFFX-LysX-M_at			
AFFX-Mmu-actin-3_s_at	Actin; beta	ACTB	574285
AFFX-Mmu-actin-5_at	Actin; beta	ACTB	574285
AFFX-Mmu-actin-M_at	Actin; beta	ACTB	574285
AFFX-Mmu-actin-M_x_at	Actin; beta	ACTB	574285
AFFX-Mmu-ef1a-3_x_at	Eukaryotic translation elongation factor 1 alpha 1	EEF1A1	716010
AFFX-Mmu-ef1a-5_s_at	Eukaryotic translation elongation factor 1 alpha 1	EEF1A1	716010
AFFX-Mmu-ef1a-M_s_at	Eukaryotic translation elongation factor 1 alpha 1	EEF1A1	716010
AFFX-Mmu-ef1a-M_x_at	Eukaryotic translation elongation factor 1 alpha 1	EEF1A1	716010
AFFX-Mmu-gapdh-3_at	Glyceraldehyde-3-phosphate dehydrogenase	GAPDH	574353
AFFX-Mmu-gapdh-3_x_at	Glyceraldehyde-3-phosphate dehydrogenase	GAPDH	574353
AFFX-Mmu-gapdh-5_at	Glyceraldehyde-3-phosphate dehydrogenase	GAPDH	574353
AFFX-Mmu-gapdh-M_s_at	Glyceraldehyde-3-phosphate dehydrogenase	GAPDH	574353
AFFX-Mmu-gapdh-M_x_at	Glyceraldehyde-3-phosphate dehydrogenase	GAPDH	574353
AFFX-Mmu-r2-Bs-dap-3_at			
AFFX-Mmu-r2-Bs-dap-5_at			
AFFX-Mmu-r2-Bs-dap-M_at			
AFFX-Mmu-r2-Bs-lys-3_at			
AFFX-Mmu-r2-Bs-lys-5_at			
AFFX-Mmu-r2-Bs-lys-M_at			
AFFX-Mmu-r2-Bs-phe-3_at			
AFFX-Mmu-r2-Bs-phe-5_at			
AFFX-Mmu-r2-Bs-phe-M_at			
AFFX-Mmu-r2-Bs-thr-3_s_at			
AFFX-Mmu-r2-Bs-thr-5_s_at			
AFFX-Mmu-r2-Bs-thr-M_s_at			
AFFX-Mmu-r2-Ec-bioB-3_at			
AFFX-Mmu-r2-Ec-bioB-5_at			
AFFX-Mmu-r2-Ec-bioB-M_at			
AFFX-Mmu-r2-Ec-bioC-3_at			
AFFX-Mmu-r2-Ec-bioC-5_at			
AFFX-Mmu-r2-Ec-bioD-3_at			
